Direktorat;id_direktorat;nama_kegiatan;kode_kegiatan;nama_rincian_output;kode_rincian_output;Komoditas;id_komoditas;Tahun;Provinsi;kode_prov;Kab/Kota;kode_kab;Kec;kode_kec;Desa;kode_desa;Nama Kelompok;Output;Satuan;id_satuan;Jumlah_Output;Target;Anggaran;Progres;;;nama_desa;kode_desa;;direktorat;id_direktorat;;kode_kegiatan;nama_kegiatan;nama_rincian_output;kode_rincian_output;jenis_output;;komoditas;id_komoditas;kode_komoditas;;satuan;id_satuan
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Probolinggo;3513;Tegalsiwalan;351320;Sumberbulu;3513202009;Sumber Makmur II;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Wonokriyo;3305191009;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Probolinggo;3513;Tegalsiwalan;351320;Sumberbulu;3513202009;Sumber Makmur Satu Tegal Juwet;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Wonosigro;3305192013;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;SONGGON;351019;PARANGHARJO;3510192004;PEKSI PODANG;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Candi;3305202005;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;SONGGON;351019;SONGGON;3510192001;KELOMPOK TANI NOGO ROJO;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Giripurno;3305202006;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Songgon;351019;Songgon;3510192001;Nogo warno;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Grenggeng;3305202010;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Giri;351017;Giri;3510171005;KTH Giri Jaya;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Jatiluhur;3305201004;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;GIRI;351017;PENATABAN;3510171004;WANGI ABADI;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Karanganyar;3305201003;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;BANYUWANGI;351016;TAMANBARU;3510161017;PKK TAMANBARU;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Karangkemiri;3305202008;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;GLAGAH;351015;OLEHSARI;3510152005;KWT BERSERI;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Panjatan;3305201002;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Kabat;351014;Pakistaji;3510142006;KWT Sekar Arum;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Plarangan;3305201007;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Banten;36;Tangerang;3603;Cikupa;360318;Bunder;3603181003;Bunder;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Pohkumbang;3305202011;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;ROGOJAMPI;351013;MANGIR;3510132002;JAMUR MERANG;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Sidomulyo;3305202001;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Rogojampi;351013;Mangir;3510132002;Kembang Cengkeh;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Wonorejo;3305202009;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Singojuruh;351012;Sumberbaru;3510122011;KWT Sikas Lestari;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Binangun;3305212016;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Singojuruh;351012;Sumberbaru;3510122011;Mendo Agung;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Clapar;3305212008;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Singojuruh;351012;Singolatren;3510122009;Merak;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Ginandong;3305212015;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Singojuruh;351012;Cantuk;3510122007;KWT Sri Mulyo;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Giritirto;3305212019;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Singojuruh;351012;Gumirih;3510122006;KWT Karya Sejahtera;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Glontor;3305212017;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Singojuruh;351012;Singojuruh;3510122005;Singo Maruto;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Gunungsari;3305212014;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Singojuruh;351012;Lemahbang Kulon;3510122004;Gajah Sampurno;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kajoran;3305212002;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Singojuruh;351012;Benelan Kidul;3510122003;KWT Suko Subur;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kalibening;3305212013;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Singojuruh;351012;Gambor;3510122001;Maeso Suro;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kalirejo;3305212006;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Kota Batu;3579;Bumiaji;357902;Tulungrejo;3579022003;KWT Wonoasri;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Karanggayam;3305212001;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Kota Batu;3579;Bumiaji;357902;Tulungrejo;3579022003;Mitra Alam;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Karangmojo;3305212004;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Kota Batu;3579;Bumiaji;357902;Tulungrejo;3579022003;Sido Makmur;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Karangrejo;3305212011;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Kota Batu;3579;Bumiaji;357902;Tulungrejo;3579022003;Sumber Makmur;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Karangtengah;3305212003;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Kota Batu;3579;Bumiaji;357902;Tulungrejo;3579022003;Wonorejeki;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kebakalan;3305212010;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Genteng;351009;Kaligondo;3510092005;KWT Gondo Arum;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Logandu;3305212009;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Genteng;351009;Kaligondo;3510092005;Rukun Tani;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Pagebangan;3305212007;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;GENTENG;351009;Kaligondo;3510092005;POKMAS MAJU BERKAH;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Penimbun;3305212005;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Genteng;351009;Setail;3510092004;Flamboyan;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Selogiri;3305212018;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Genteng;351009;Setail;3510092004;Pari Rahayu;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Wonotirto;3305212012;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Genteng;351009;Setail;3510092004;Sumber Rejeki;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Banioro;3305262012;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Genteng;351009;Setail;3510092004;Tani Makmur;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kaligending;3305262005;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Genteng;351009;Setail;3510092004;Dwija Tani;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kalisana;3305262010;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Genteng;351009;Gentengkulon;3510092003;Margo Makmur;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Karangsambung;3305262013;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Genteng;351009;Gentengkulon;3510092003;Sido Makmur;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kedungwaru;3305262004;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Genteng;351009;Gentengkulon;3510092003;Sido Mukti;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Langse;3305262011;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Genteng;351009;Gentengkulon;3510092003;Tani Makmur;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Pencil;3305262003;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;GENTENG;351009;KEMBIRITAN;3510092001;PANDANWANGI;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Plumbon;3305262006;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Gambiran;351007;Wringinrejo;3510072009;Bengawan;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Pujotirto;3305262007;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Gambiran;351007;Wringinrejo;3510072009;Brantas;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Seling;3305262002;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Gambiran;351007;Wringinrejo;3510072009;Citarum;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Tlepok;3305262009;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Gambiran;351007;Wringinrejo;3510072009;Serang;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Totogan;3305262014;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Gambiran;351007;Wringinrejo;3510072009;Tani Taruna;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Wadasmalang;3305262008;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Gambiran;351007;Jajag;3510072002;Asahan;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Widoro;3305262001;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Gambiran;351007;Jajag;3510072002;Cendono;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Adikarso;3305122011;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Gambiran;351007;Jajag;3510072002;Lulut;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Argopeni;3305122007;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Gambiran;351007;Jajag;3510072002;Serayu;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Bandung;3305122019;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Gambiran;351007;Jajag;3510072002;Sri Nongko;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Bumirejo;3305121026;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Kaliploso;3510062009;KWT. Sayu Wiwit;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Candimulyo;3305122020;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Kaliploso;3510062009;Limau Agung;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Candiwulan;3305122022;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Kaliploso;3510062009;Mardi Agung;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Depokrejo;3305122003;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Kaliploso;3510062009;Mardi Rahayu;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Gemeksekti;3305122027;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Kaliploso;3510062009;Mardi Sugih;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Gesikan;3305122005;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Benculuk;3510062005;Dewi Sri;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Jatisari;3305122008;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Benculuk;3510062005;Garu;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Jemur;3305122029;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Benculuk;3510062005;Jaya Makmur;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kalibagor;3305122006;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Benculuk;3510062005;Rukun Tani;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kalijirek;3305122021;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Benculuk;3510062005;Tunas Muda;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kalirejo;3305122009;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Cluring;3510062004;KWT. Makmur Lestari;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Karangsari;3305122028;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Cluring;3510062004;Makmur;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kawedusan;3305122023;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Cluring;3510062004;Remaja;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kebumen;3305121024;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Cluring;3510062004;Sri Sedono;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kembaran;3305122014;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Cluring;3510062004;Tani Mulyo;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kutosari;3305122025;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Cluring;3510062004;Budi Luhur;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Mengkowo;3305122004;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;CLURING;351006;CLURING;3510062004;LESTARI SEJAHTERA;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Muktisari;3305122001;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;CLURING;351006;CLURING;3510062004;POKMAS DESTRA;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Murtirejo;3305122002;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;CLURING;351006;CLURING;3510062004;POKMAS UWAH PIKIR;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Panjer;3305121013;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Jawa Timur;35;Banyuwangi;3510;Cluring;351006;Plampangrejo;3510062001;Sukses Manunggal Tani;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Roworejo;3305122017;;;;;;;;;;;;;;;;
