kode_prov;nama_prov;kode_kab;nama_kab;kode_kec;nama_kec
51;BALI;5103;KAB. BADUNG;510303;Abiansemal
51;BALI;5103;KAB. BADUNG;510301;Kuta
51;BALI;5103;KAB. BADUNG;510305;Kuta Selatan
51;BALI;5103;KAB. BADUNG;510306;Kuta Utara
51;BALI;5103;KAB. BADUNG;510302;Mengwi
51;BALI;5103;KAB. BADUNG;510304;Petang
51;BALI;5106;KAB. BANGLI;510602;Bangli
51;BALI;5106;KAB. BANGLI;510604;Kintamani
51;BALI;5106;KAB. BANGLI;510601;Susut
51;BALI;5106;KAB. BANGLI;510603;Tembuku
51;BALI;5108;KAB. BULELENG;510804;Banjar
51;BALI;5108;KAB. BULELENG;510806;Buleleng
51;BALI;5108;KAB. BULELENG;510803;Busungbiu
51;BALI;5108;KAB. BULELENG;510801;Gerokgak
51;BALI;5108;KAB. BULELENG;510808;Kubutambahan
51;BALI;5108;KAB. BULELENG;510807;Sawan
51;BALI;5108;KAB. BULELENG;510802;Seririt
51;BALI;5108;KAB. BULELENG;510805;Sukasada
51;BALI;5108;KAB. BULELENG;510809;Tejakula
51;BALI;5104;KAB. GIANYAR;510402;Blahbatuh
51;BALI;5104;KAB. GIANYAR;510403;Gianyar
51;BALI;5104;KAB. GIANYAR;510407;Payangan
51;BALI;5104;KAB. GIANYAR;510401;Sukawati
51;BALI;5104;KAB. GIANYAR;510404;Tampaksiring
51;BALI;5104;KAB. GIANYAR;510406;Tegallalang
51;BALI;5104;KAB. GIANYAR;510405;Ubud
51;BALI;5101;KAB. JEMBRANA;510105;Jembrana
51;BALI;5101;KAB. JEMBRANA;510104;Melaya
51;BALI;5101;KAB. JEMBRANA;510102;Mendoyo
51;BALI;5101;KAB. JEMBRANA;510101;Negara
51;BALI;5101;KAB. JEMBRANA;510103;Pekutatan
51;BALI;5107;KAB. KARANGASEM;510705;Abang
51;BALI;5107;KAB. KARANGASEM;510706;Bebandem
51;BALI;5107;KAB. KARANGASEM;510704;Karangasem
51;BALI;5107;KAB. KARANGASEM;510708;Kubu
51;BALI;5107;KAB. KARANGASEM;510703;Manggis
51;BALI;5107;KAB. KARANGASEM;510701;Rendang
51;BALI;5107;KAB. KARANGASEM;510707;Selat
51;BALI;5107;KAB. KARANGASEM;510702;Sidemen
51;BALI;5105;KAB. KLUNGKUNG;510502;Banjarangkan
51;BALI;5105;KAB. KLUNGKUNG;510504;Dawan
51;BALI;5105;KAB. KLUNGKUNG;510503;Klungkung
51;BALI;5105;KAB. KLUNGKUNG;510501;Nusa Penida
51;BALI;5102;KAB. TABANAN;510209;Baturiti
51;BALI;5102;KAB. TABANAN;510206;Kediri
51;BALI;5102;KAB. TABANAN;510204;Kerambitan
51;BALI;5102;KAB. TABANAN;510207;Marga
51;BALI;5102;KAB. TABANAN;510208;Penebel
51;BALI;5102;KAB. TABANAN;510210;Pupuan
51;BALI;5102;KAB. TABANAN;510202;Salamadeg Timur
51;BALI;5102;KAB. TABANAN;510203;Salemadeg Barat
51;BALI;5102;KAB. TABANAN;510201;Selemadeg
51;BALI;5102;KAB. TABANAN;510205;Tabanan
51;BALI;5171;KOTA DENPASAR;517103;Denpasar Barat
51;BALI;5171;KOTA DENPASAR;517101;Denpasar Selatan
51;BALI;5171;KOTA DENPASAR;517102;Denpasar Timur
51;BALI;5171;KOTA DENPASAR;517104;Denpasar Utara
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520610;Ambalawi
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520604;Belo
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520602;Bolo
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520608;Donggo
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520617;Lambitu
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520612;Lambu
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520611;Langgudu
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520613;Madapangga
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520601;Monta
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520618;Palibelo
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520616;Parado
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520609;Sanggar
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520606;Sape
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520615;Soromandi
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520614;Tambora
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520605;Wawo
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520607;Wera
52;NUSA TENGGARA BARAT;5206;KAB. BIMA;520603;Woha
52;NUSA TENGGARA BARAT;5205;KAB. DOMPU;520501;Dompu
52;NUSA TENGGARA BARAT;5205;KAB. DOMPU;520503;Hu'u
52;NUSA TENGGARA BARAT;5205;KAB. DOMPU;520502;Kempo
52;NUSA TENGGARA BARAT;5205;KAB. DOMPU;520504;Kilo
52;NUSA TENGGARA BARAT;5205;KAB. DOMPU;520507;Manggalewa
52;NUSA TENGGARA BARAT;5205;KAB. DOMPU;520508;Pajo
52;NUSA TENGGARA BARAT;5205;KAB. DOMPU;520506;Pekat
52;NUSA TENGGARA BARAT;5205;KAB. DOMPU;520505;Woja
52;NUSA TENGGARA BARAT;5201;KAB. LOMBOK BARAT;520114;Batu Layar
52;NUSA TENGGARA BARAT;5201;KAB. LOMBOK BARAT;520101;Gerung
52;NUSA TENGGARA BARAT;5201;KAB. LOMBOK BARAT;520109;Gunungsari
52;NUSA TENGGARA BARAT;5201;KAB. LOMBOK BARAT;520102;Kediri
52;NUSA TENGGARA BARAT;5201;KAB. LOMBOK BARAT;520115;Kuripan
52;NUSA TENGGARA BARAT;5201;KAB. LOMBOK BARAT;520108;Labuapi
52;NUSA TENGGARA BARAT;5201;KAB. LOMBOK BARAT;520113;Lembar
52;NUSA TENGGARA BARAT;5201;KAB. LOMBOK BARAT;520112;Lingsar
52;NUSA TENGGARA BARAT;5201;KAB. LOMBOK BARAT;520103;Narmada
52;NUSA TENGGARA BARAT;5201;KAB. LOMBOK BARAT;520107;Sekotong
52;NUSA TENGGARA BARAT;5202;KAB. LOMBOK TENGAH;520203;Batukliang
52;NUSA TENGGARA BARAT;5202;KAB. LOMBOK TENGAH;520212;Batukliang Utara
52;NUSA TENGGARA BARAT;5202;KAB. LOMBOK TENGAH;520207;Janapria
52;NUSA TENGGARA BARAT;5202;KAB. LOMBOK TENGAH;520202;Jonggat
52;NUSA TENGGARA BARAT;5202;KAB. LOMBOK TENGAH;520209;Kopang
52;NUSA TENGGARA BARAT;5202;KAB. LOMBOK TENGAH;520201;Praya
52;NUSA TENGGARA BARAT;5202;KAB. LOMBOK TENGAH;520205;Praya Barat
52;NUSA TENGGARA BARAT;5202;KAB. LOMBOK TENGAH;520211;Praya Barat Daya
52;NUSA TENGGARA BARAT;5202;KAB. LOMBOK TENGAH;520210;Praya Tengah
52;NUSA TENGGARA BARAT;5202;KAB. LOMBOK TENGAH;520206;Praya Timur
52;NUSA TENGGARA BARAT;5202;KAB. LOMBOK TENGAH;520208;Pringgarata
52;NUSA TENGGARA BARAT;5202;KAB. LOMBOK TENGAH;520204;Pujut
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520309;Aikmel
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520320;Jerowaru
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520301;Keruak
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520317;Labuhan Haji
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520321;Lenek
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520305;Masbagik
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520311;Montong Gading
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520308;Pringgabaya
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520312;Pringgasela
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520302;Sakra
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520319;Sakra Barat
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520318;Sakra Timur
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520310;Sambelia
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520307;Selong
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520315;Sembalun
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520304;Sikur
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520306;Sukamulia
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520313;Suralaga
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520316;Suwela
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520303;Terara
52;NUSA TENGGARA BARAT;5203;KAB. LOMBOK TIMUR;520314;Wanasaba
52;NUSA TENGGARA BARAT;5208;KAB. LOMBOK UTARA;520804;Bayan
52;NUSA TENGGARA BARAT;5208;KAB. LOMBOK UTARA;520802;Gangga
52;NUSA TENGGARA BARAT;5208;KAB. LOMBOK UTARA;520803;Kayangan
52;NUSA TENGGARA BARAT;5208;KAB. LOMBOK UTARA;520805;Pemenang
52;NUSA TENGGARA BARAT;5208;KAB. LOMBOK UTARA;520801;Tanjung
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520405;Alas
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520417;Alas Barat
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520407;Batu Lanteh
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520420;Buer
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520414;Empang
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520419;Labangka
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520418;Labuhan Badas
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520429;Lantung
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520412;Lape
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520427;Lenangguar
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520426;Lopok
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520402;Lunyuk
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520424;Maronge
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520409;Moyo Hilir
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520410;Moyo Hulu
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520423;Moyo Utara
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520428;Orong Telu
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520413;Plampang
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520421;Rhee
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520411;Ropang
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520408;Sumbawa
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520425;Tarano
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520422;Unter Iwes
52;NUSA TENGGARA BARAT;5204;KAB. SUMBAWA;520406;Utan
52;NUSA TENGGARA BARAT;5207;KAB. SUMBAWA BARAT;520707;Brang Ene
52;NUSA TENGGARA BARAT;5207;KAB. SUMBAWA BARAT;520705;Brang Rea
52;NUSA TENGGARA BARAT;5207;KAB. SUMBAWA BARAT;520701;Jereweh
52;NUSA TENGGARA BARAT;5207;KAB. SUMBAWA BARAT;520708;Maluk
52;NUSA TENGGARA BARAT;5207;KAB. SUMBAWA BARAT;520706;Poto Tano
52;NUSA TENGGARA BARAT;5207;KAB. SUMBAWA BARAT;520704;Sekongkang
52;NUSA TENGGARA BARAT;5207;KAB. SUMBAWA BARAT;520703;Seteluk
52;NUSA TENGGARA BARAT;5207;KAB. SUMBAWA BARAT;520702;Taliwang
52;NUSA TENGGARA BARAT;5272;KOTA BIMA;527203;Asakota
52;NUSA TENGGARA BARAT;5272;KOTA BIMA;527201;RasanaE Barat
52;NUSA TENGGARA BARAT;5272;KOTA BIMA;527205;Mpunda
52;NUSA TENGGARA BARAT;5272;KOTA BIMA;527204;Raba
52;NUSA TENGGARA BARAT;5272;KOTA BIMA;527202;RasanaE Timur
52;NUSA TENGGARA BARAT;5271;KOTA MATARAM;527101;Ampenan
52;NUSA TENGGARA BARAT;5271;KOTA MATARAM;527103;Cakranegara
52;NUSA TENGGARA BARAT;5271;KOTA MATARAM;527102;Mataram
52;NUSA TENGGARA BARAT;5271;KOTA MATARAM;527106;Sandubaya
52;NUSA TENGGARA BARAT;5271;KOTA MATARAM;527104;Sekarbela
52;NUSA TENGGARA BARAT;5271;KOTA MATARAM;527105;Selaprang
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530518;Abad Selatan
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530503;Alor Barat Daya
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530502;Alor Barat Laut
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530504;Alor Selatan
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530507;Alor Tengah Utara
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530505;Alor Timur
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530508;Alor Timur Laut
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530510;Kabola
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530515;Lembur
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530512;Mataru
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530506;Pantar
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530509;Pantar Barat
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530517;Pantar Barat Laut
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530516;Pantar Tengah
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530514;Pantar Timur
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530511;Pulau Pura
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530513;Pureman
53;NUSA TENGGARA TIMUR;5305;KAB. ALOR;530501;Teluk Mutiara
53;NUSA TENGGARA TIMUR;5304;KAB. BELU;530421;Atambua Barat
53;NUSA TENGGARA TIMUR;5304;KAB. BELU;530422;Atambua Selatan
53;NUSA TENGGARA TIMUR;5304;KAB. BELU;530405;Kakuluk Mesak
53;NUSA TENGGARA TIMUR;5304;KAB. BELU;530412;Kota Atambua
53;NUSA TENGGARA TIMUR;5304;KAB. BELU;530401;Lamaknen
53;NUSA TENGGARA TIMUR;5304;KAB. BELU;530418;Lamaknen Selatan
53;NUSA TENGGARA TIMUR;5304;KAB. BELU;530417;Lasiolat
53;NUSA TENGGARA TIMUR;5304;KAB. BELU;530423;Nanaet Duabesi
53;NUSA TENGGARA TIMUR;5304;KAB. BELU;530403;Raihat
53;NUSA TENGGARA TIMUR;5304;KAB. BELU;530413;Raimanuk
53;NUSA TENGGARA TIMUR;5304;KAB. BELU;530404;Tasifeto Barat
53;NUSA TENGGARA TIMUR;5304;KAB. BELU;530402;TasifetoTimur
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530815;Detukeli
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530806;Detusoko
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530803;Ende
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530804;Ende Selatan
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530819;Ende Tengah
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530820;Ende Timur
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530818;Ende Utara
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530814;Kelimutu
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530813;Kota Baru
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530821;Lepembusu Kelisoke
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530812;Lio Timur
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530811;Maukaro
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530810;Maurole
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530801;Nangapanda
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530805;Ndona
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530816;Ndona Timur
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530817;Ndori
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530802;Pulau Ende
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530807;Wewaria
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530809;Wolojita
53;NUSA TENGGARA TIMUR;5308;KAB. ENDE;530808;Wolowaru
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530617;Adonara
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530608;Adonara Barat
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530618;Adonara Tengah
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530610;Adonara Timur
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530614;Demon Pagong
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530613;Ile Boleng
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530616;Ile Bura
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530604;Ile Mandiri
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530611;Kelubagolit
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530603;Larantuka
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530615;Lewolema
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530606;Solor Barat
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530619;Solor Selatan
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530607;Solor Timur
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530605;Tanjung Bunga
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530602;Titehena
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530612;Witihama
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530609;Wotan Ulumando
53;NUSA TENGGARA TIMUR;5306;KAB. FLORES TIMUR;530601;Wulanggitang
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530125;Amabi Oefeto
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530120;Amabi Oefeto Timur
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530109;Amarasi
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530117;Amarasi Barat
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530118;Amarasi Selatan
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530119;Amarasi Timur
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530121;Amfoang Barat Daya
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530122;Amfoang Barat Laut
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530112;Amfoang Selatan
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530130;Amfoang Tengah
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530126;Amfoang Timur
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530113;Amfoang Utara
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530110;Fatuleu
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530127;Fatuleu Barat
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530128;Fatuleu Tengah
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530105;Kupang Barat
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530108;Kupang Tengah
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530106;Kupang Timur
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530116;Nekamese
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530104;Semau
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530123;Semau Selatan
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530107;Sulamu
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530124;Taebenu
53;NUSA TENGGARA TIMUR;5301;KAB. KUPANG;530111;Takari
53;NUSA TENGGARA TIMUR;5313;KAB. LEMBATA;531302;Atadei
53;NUSA TENGGARA TIMUR;5313;KAB. LEMBATA;531307;Buyasuri
53;NUSA TENGGARA TIMUR;5313;KAB. LEMBATA;531303;Ile Ape
53;NUSA TENGGARA TIMUR;5313;KAB. LEMBATA;531309;Ile Ape Timur
53;NUSA TENGGARA TIMUR;5313;KAB. LEMBATA;531304;Lebatukan
53;NUSA TENGGARA TIMUR;5313;KAB. LEMBATA;531301;Naga Wutung
53;NUSA TENGGARA TIMUR;5313;KAB. LEMBATA;531305;Nubatukan
53;NUSA TENGGARA TIMUR;5313;KAB. LEMBATA;531306;Omesuri
53;NUSA TENGGARA TIMUR;5313;KAB. LEMBATA;531308;Wulandoni
53;NUSA TENGGARA TIMUR;5321;KAB. MALAKA;532112;Botin Leobele
53;NUSA TENGGARA TIMUR;5321;KAB. MALAKA;532106;Io Kufeu
53;NUSA TENGGARA TIMUR;5321;KAB. MALAKA;532111;Kobalima
53;NUSA TENGGARA TIMUR;5321;KAB. MALAKA;532110;Kobalima Timur
53;NUSA TENGGARA TIMUR;5321;KAB. MALAKA;532108;Laenmanen
53;NUSA TENGGARA TIMUR;5321;KAB. MALAKA;532102;Malaka Barat
53;NUSA TENGGARA TIMUR;5321;KAB. MALAKA;532101;Malaka Tengah
53;NUSA TENGGARA TIMUR;5321;KAB. MALAKA;532109;Malaka Timur
53;NUSA TENGGARA TIMUR;5321;KAB. MALAKA;532105;Rinhat
53;NUSA TENGGARA TIMUR;5321;KAB. MALAKA;532107;Sasitamean
53;NUSA TENGGARA TIMUR;5321;KAB. MALAKA;532104;Weliman
53;NUSA TENGGARA TIMUR;5321;KAB. MALAKA;532103;Wewiku
53;NUSA TENGGARA TIMUR;5310;KAB. MANGGARAI;531006;Cibal
53;NUSA TENGGARA TIMUR;5310;KAB. MANGGARAI;531017;Cibal barat
53;NUSA TENGGARA TIMUR;5310;KAB. MANGGARAI;531012;Langke Rembong
53;NUSA TENGGARA TIMUR;5310;KAB. MANGGARAI;531015;Lelak
53;NUSA TENGGARA TIMUR;5310;KAB. MANGGARAI;531014;Rahong Utara
53;NUSA TENGGARA TIMUR;5310;KAB. MANGGARAI;531011;Reok
53;NUSA TENGGARA TIMUR;5310;KAB. MANGGARAI;531016;Reok Barat
53;NUSA TENGGARA TIMUR;5310;KAB. MANGGARAI;531003;Ruteng
53;NUSA TENGGARA TIMUR;5310;KAB. MANGGARAI;531005;Satar Mese
53;NUSA TENGGARA TIMUR;5310;KAB. MANGGARAI;531013;Satar Mese Barat
53;NUSA TENGGARA TIMUR;5310;KAB. MANGGARAI;531018;Satar Mese Utara
53;NUSA TENGGARA TIMUR;5310;KAB. MANGGARAI;531001;Wae Rii
53;NUSA TENGGARA TIMUR;5315;KAB. MANGGARAI BARAT;531506;Boleng
53;NUSA TENGGARA TIMUR;5315;KAB. MANGGARAI BARAT;531505;Komodo
53;NUSA TENGGARA TIMUR;5315;KAB. MANGGARAI BARAT;531502;Kuwus
53;NUSA TENGGARA TIMUR;5315;KAB. MANGGARAI BARAT;531512;Kuwus Barat
53;NUSA TENGGARA TIMUR;5315;KAB. MANGGARAI BARAT;531503;Lembor
53;NUSA TENGGARA TIMUR;5315;KAB. MANGGARAI BARAT;531509;Lembor Selatan
53;NUSA TENGGARA TIMUR;5315;KAB. MANGGARAI BARAT;531501;Macang Pacar
53;NUSA TENGGARA TIMUR;5315;KAB. MANGGARAI BARAT;531510;Mbeliling
53;NUSA TENGGARA TIMUR;5315;KAB. MANGGARAI BARAT;531508;Ndoso
53;NUSA TENGGARA TIMUR;5315;KAB. MANGGARAI BARAT;531511;Pacar
53;NUSA TENGGARA TIMUR;5315;KAB. MANGGARAI BARAT;531504;Sano Nggoang
53;NUSA TENGGARA TIMUR;5315;KAB. MANGGARAI BARAT;531507;Welak
53;NUSA TENGGARA TIMUR;5319;KAB. MANGGARAI TIMUR;531901;Borong
53;NUSA TENGGARA TIMUR;5319;KAB. MANGGARAI TIMUR;531912;Congkar
53;NUSA TENGGARA TIMUR;5319;KAB. MANGGARAI TIMUR;531905;Elar
53;NUSA TENGGARA TIMUR;5319;KAB. MANGGARAI TIMUR;531909;Elar Selatan
53;NUSA TENGGARA TIMUR;5319;KAB. MANGGARAI TIMUR;531906;Kota Komba
53;NUSA TENGGARA TIMUR;5319;KAB. MANGGARAI TIMUR;531910;Kota Komba Utara
53;NUSA TENGGARA TIMUR;5319;KAB. MANGGARAI TIMUR;531903;Lamba Leda
53;NUSA TENGGARA TIMUR;5319;KAB. MANGGARAI TIMUR;531911;Lamba Leda Utara
53;NUSA TENGGARA TIMUR;5319;KAB. MANGGARAI TIMUR;531902;Poco Ranaka
53;NUSA TENGGARA TIMUR;5319;KAB. MANGGARAI TIMUR;531908;Poco Ranaka Timur
53;NUSA TENGGARA TIMUR;5319;KAB. MANGGARAI TIMUR;531907;Rana Mese
53;NUSA TENGGARA TIMUR;5319;KAB. MANGGARAI TIMUR;531904;Sambi Rampas
53;NUSA TENGGARA TIMUR;5316;KAB. NAGEKEO;531601;Aesesa
53;NUSA TENGGARA TIMUR;5316;KAB. NAGEKEO;531607;Aesesa Selatan
53;NUSA TENGGARA TIMUR;5316;KAB. NAGEKEO;531603;Boawae
53;NUSA TENGGARA TIMUR;5316;KAB. NAGEKEO;531606;Keo Tengah
53;NUSA TENGGARA TIMUR;5316;KAB. NAGEKEO;531604;Mauponggo
53;NUSA TENGGARA TIMUR;5316;KAB. NAGEKEO;531602;Nangaroro
53;NUSA TENGGARA TIMUR;5316;KAB. NAGEKEO;531605;Wolowae
53;NUSA TENGGARA TIMUR;5309;KAB. NGADA;530901;Aimere
53;NUSA TENGGARA TIMUR;5309;KAB. NGADA;530906;Bajawa
53;NUSA TENGGARA TIMUR;5309;KAB. NGADA;530915;Bajawa Utara
53;NUSA TENGGARA TIMUR;5309;KAB. NGADA;530902;Golewa
53;NUSA TENGGARA TIMUR;5309;KAB. NGADA;530919;Golewa Barat
53;NUSA TENGGARA TIMUR;5309;KAB. NGADA;530918;Golewa Selatan
53;NUSA TENGGARA TIMUR;5309;KAB. NGADA;530920;Inerie
53;NUSA TENGGARA TIMUR;5309;KAB. NGADA;530912;Jerebuu
53;NUSA TENGGARA TIMUR;5309;KAB. NGADA;530909;Riung
53;NUSA TENGGARA TIMUR;5309;KAB. NGADA;530914;Riung Barat
53;NUSA TENGGARA TIMUR;5309;KAB. NGADA;530907;Soa
53;NUSA TENGGARA TIMUR;5309;KAB. NGADA;530916;Wolomeze
53;NUSA TENGGARA TIMUR;5314;KAB. ROTE NDAO;531410;Landu Leko
53;NUSA TENGGARA TIMUR;5314;KAB. ROTE NDAO;531411;Loaholu
53;NUSA TENGGARA TIMUR;5314;KAB. ROTE NDAO;531403;Lobalain
